NorthVehicles,SouthVehicles,EastVehicles,WestVehicles,NorthWaitingTime,SouthWaitingTime,EastWaitingTime,WestWaitingTime,TimeOfDay,Weather,Emergency,TrafficDensity,CongestionLevel,GreenSignalTime,BestRoad
25,42,36,36,55,89,80,72,Evening,Clear,None,High,High,40,South
35,41,16,17,80,83,33,42,Morning,Clear,None,High,Medium,40,South
28,39,29,16,89,116,87,60,Morning,Rainy,None,High,High,40,South
17,19,25,25,75,80,79,86,Afternoon,Foggy,None,Medium,High,30,West
17,25,23,21,35,51,52,48,Afternoon,Clear,None,Medium,Medium,30,South
32,52,25,29,70,117,65,64,Morning,Clear,None,High,High,50,South
52,38,20,30,167,130,68,103,Morning,Foggy,None,High,Very High,50,North
20,13,20,38,48,33,52,87,Afternoon,Clear,None,Medium,Medium,40,West
17,25,45,51,40,52,101,107,Evening,Clear,None,High,High,50,West
32,36,16,24,105,111,68,79,Morning,Foggy,None,High,High,40,South
42,40,28,26,90,92,58,64,Morning,Clear,None,High,High,40,South
23,36,34,53,50,83,68,115,Evening,Clear,North,High,High,50,West
20,24,31,35,46,58,62,81,Afternoon,Clear,None,High,High,30,West
39,17,43,31,88,36,101,62,Evening,Clear,None,High,High,40,East
33,19,41,35,91,71,114,108,Evening,Rainy,None,High,High,40,East
41,37,54,40,130,116,157,122,Evening,Rainy,None,Very High,Very High,50,East
7,11,8,11,27,45,33,31,Night,Rainy,None,Low,Medium,20,South
26,28,17,15,65,62,39,35,Afternoon,Clear,None,Medium,Medium,30,South
26,18,15,21,65,44,37,43,Afternoon,Clear,None,Medium,Medium,30,North
38,32,19,19,91,79,39,50,Morning,Clear,None,High,High,40,North
15,27,19,26,35,61,42,59,Afternoon,Clear,None,Medium,Medium,30,West
45,37,16,8,91,87,47,22,Morning,Clear,None,High,High,40,North
35,18,33,35,97,62,108,98,Evening,Rainy,None,High,High,30,West
36,23,45,36,73,49,93,75,Evening,Clear,None,High,High,40,East
35,26,39,45,114,72,114,137,Evening,Rainy,None,High,Very High,40,West
35,22,37,30,125,82,120,106,Evening,Foggy,None,High,Very High,40,East
36,42,30,22,113,120,86,72,Morning,Rainy,None,High,High,40,South
13,37,30,24,37,108,86,64,Afternoon,Rainy,None,High,High,40,South
54,44,27,30,112,96,57,69,Morning,Clear,None,High,High,50,North
17,28,22,32,45,60,45,78,Afternoon,Clear,South,Medium,Medium,30,South
24,28,14,38,74,88,63,131,Afternoon,Foggy,None,High,High,40,West
30,33,21,14,75,81,49,31,Afternoon,Clear,None,Medium,Medium,30,South
13,32,28,32,30,75,61,67,Afternoon,Clear,None,High,Medium,30,South
19,19,26,30,52,52,60,63,Afternoon,Clear,None,Medium,Medium,30,West
24,38,36,33,57,82,84,74,Evening,Clear,None,High,High,40,South
34,42,36,27,80,87,76,56,Morning,Clear,None,High,High,40,South
23,32,24,28,79,114,94,88,Afternoon,Foggy,None,High,High,30,South
33,34,14,20,98,109,37,68,Morning,Rainy,None,High,High,30,South
21,19,27,31,45,42,66,65,Afternoon,Clear,None,Medium,Medium,30,West
13,0,7,6,39,13,15,25,Night,Clear,None,Low,Low,20,North
40,38,34,26,122,122,94,70,Evening,Rainy,None,High,Very High,40,North
48,51,21,26,148,139,64,76,Morning,Rainy,None,High,Very High,40,North
48,33,29,29,105,77,60,70,Morning,Clear,None,High,High,40,North
32,23,31,34,103,82,103,97,Afternoon,Rainy,None,High,High,30,West
28,26,49,32,88,82,164,119,Evening,Foggy,None,High,Very High,40,East
39,38,15,21,84,79,44,55,Morning,Clear,None,High,High,40,North
48,42,18,16,104,85,38,41,Morning,Clear,None,High,High,40,North
5,6,9,3,20,21,20,16,Night,Clear,None,Low,Low,10,East
38,47,22,17,81,102,47,42,Morning,Clear,None,High,High,40,South
25,33,34,32,61,71,72,70,Afternoon,Clear,None,High,High,30,East
30,20,36,34,95,60,114,109,Afternoon,Rainy,None,High,High,40,East
13,2,9,3,28,12,18,13,Night,Clear,None,Low,Low,20,North
46,37,12,10,141,106,52,31,Morning,Rainy,None,High,High,40,North
5,10,1,4,25,35,11,13,Night,Clear,None,Low,Low,10,South
35,37,51,28,98,106,147,78,Evening,Rainy,None,High,Very High,50,East
23,18,47,36,52,40,94,85,Evening,Clear,None,High,High,40,East
51,44,12,14,173,153,37,43,Morning,Foggy,None,High,Very High,50,North
10,7,0,4,29,25,1,16,Night,Clear,None,Low,Low,10,North
14,30,18,31,32,64,45,71,Afternoon,Clear,None,Medium,Medium,30,West
23,24,15,32,71,71,52,102,Afternoon,Rainy,None,Medium,High,30,West
49,52,27,12,108,114,64,38,Morning,Clear,None,High,High,50,South
30,47,12,14,65,97,25,38,Morning,Clear,None,High,Medium,40,South
26,31,24,26,102,102,88,94,Afternoon,Foggy,None,High,High,30,South
37,28,37,19,79,67,81,51,Morning,Clear,None,High,High,40,East
19,26,31,15,58,79,86,56,Afternoon,Rainy,None,Medium,High,30,East
52,47,28,10,164,150,96,51,Morning,Foggy,None,High,Very High,50,North
49,52,16,28,111,119,41,69,Morning,Clear,None,High,High,50,South
49,40,18,23,161,130,74,85,Morning,Foggy,None,High,Very High,40,North
35,28,31,48,72,66,69,103,Evening,Clear,None,High,High,40,West
56,54,22,25,115,119,59,53,Morning,Clear,None,High,High,50,North
20,26,21,26,51,58,57,64,Afternoon,Clear,None,Medium,Medium,30,West
53,49,11,9,108,98,23,18,Morning,Clear,None,High,High,50,North
31,28,30,32,66,62,68,73,Afternoon,Clear,None,High,High,30,West
14,18,20,19,42,40,45,46,Afternoon,Clear,None,Medium,Medium,20,West
10,1,3,2,23,8,20,4,Night,Clear,None,Low,Low,10,North
32,34,36,50,69,83,76,100,Evening,Clear,None,High,High,40,West
48,46,23,26,100,101,59,54,Morning,Clear,None,High,High,40,North
13,26,23,33,32,55,54,69,Afternoon,Clear,None,Medium,Medium,30,West
34,29,38,15,81,61,90,43,Morning,Clear,None,High,High,40,East
32,16,42,28,79,38,84,68,Evening,Clear,None,High,High,40,East
29,35,28,32,70,71,68,68,Afternoon,Clear,None,High,High,30,South
50,37,17,29,113,89,49,66,Morning,Clear,None,High,High,40,North
48,47,17,18,156,156,69,71,Morning,Foggy,None,High,Very High,40,North
44,29,53,45,148,93,180,161,Evening,Foggy,None,Very High,Very High,50,East
23,35,31,15,49,78,77,41,Afternoon,Clear,None,High,High,30,South
41,40,13,10,83,94,31,22,Morning,Clear,None,High,Medium,40,South
38,22,42,39,116,71,130,110,Evening,Rainy,None,High,Very High,40,East
49,45,12,12,112,104,25,33,Morning,Clear,None,High,High,40,North
44,36,39,39,128,101,105,125,Evening,Rainy,None,High,Very High,40,North
22,21,37,45,53,49,75,101,Evening,Clear,None,High,High,40,West
34,12,24,23,80,31,50,61,Afternoon,Clear,None,Medium,Medium,30,North
35,18,28,26,78,50,62,56,Afternoon,Clear,None,High,High,30,North
40,31,12,20,88,67,25,54,Morning,Clear,None,High,Medium,40,North
35,30,14,17,84,63,28,43,Morning,Clear,None,Medium,Medium,30,North
23,28,30,34,48,65,69,76,Evening,Clear,None,High,High,30,West
48,32,16,24,104,78,44,52,Morning,Clear,None,High,High,40,North
35,50,36,20,72,101,86,51,Morning,Clear,None,High,High,40,South
20,32,18,34,58,97,58,109,Afternoon,Rainy,None,High,High,30,West
41,27,49,46,90,54,105,96,Evening,Clear,None,Very High,High,40,East
4,12,7,14,14,49,27,39,Night,Rainy,None,Low,Medium,20,West
17,28,21,29,48,64,48,66,Afternoon,Clear,None,Medium,Medium,30,South
31,31,26,14,97,97,82,52,Morning,Rainy,None,High,High,30,North
30,29,29,17,91,83,78,47,Afternoon,Rainy,South,High,High,30,South
47,33,42,27,101,66,95,60,Evening,Clear,None,High,High,40,North
1,9,2,0,8,21,19,14,Night,Clear,None,Low,Low,10,South
14,30,32,23,44,87,93,78,Afternoon,Rainy,None,Medium,High,30,East
29,32,22,26,111,102,79,100,Afternoon,Foggy,None,High,High,30,North
38,35,22,14,86,72,47,43,Morning,Clear,None,High,High,40,North
22,32,44,54,50,76,98,119,Evening,Clear,None,High,High,50,West
28,19,27,47,90,70,91,133,Evening,Rainy,None,High,High,40,West
33,26,40,42,71,53,89,84,Evening,Clear,None,High,High,40,West
33,48,24,27,71,96,53,59,Morning,Clear,None,High,High,40,South
37,30,27,28,79,68,61,66,Morning,Clear,None,High,High,40,North
52,49,23,11,108,107,59,35,Morning,Clear,None,High,High,50,North
36,23,41,40,77,59,88,84,Evening,Clear,None,High,High,40,West
4,6,10,14,18,16,44,43,Night,Rainy,None,Low,Medium,20,West
42,30,11,17,121,98,31,54,Morning,Rainy,None,High,High,40,North
12,1,6,13,32,8,12,28,Night,Clear,None,Low,Low,20,North
27,16,28,28,97,55,105,91,Afternoon,Foggy,None,Medium,High,30,East
21,32,30,34,55,74,68,68,Afternoon,Clear,None,High,High,30,West
38,16,23,35,90,41,52,75,Afternoon,Clear,None,High,High,40,North
32,31,32,15,71,63,69,31,Afternoon,Clear,None,High,Medium,30,North
31,45,25,18,68,100,53,46,Morning,Clear,None,High,High,40,South
33,12,18,17,76,30,36,41,Afternoon,Clear,None,Medium,Medium,30,North
31,27,15,27,99,90,41,72,Afternoon,Rainy,None,High,High,30,North
35,31,33,27,80,67,71,69,Afternoon,Clear,None,High,High,30,North
36,22,24,26,83,59,61,57,Afternoon,Clear,None,High,High,40,North
56,39,32,27,120,83,67,63,Morning,Clear,None,High,High,50,North
37,46,12,23,99,141,33,82,Morning,Rainy,None,High,High,40,South
32,24,27,26,74,59,60,53,Afternoon,Clear,None,High,High,30,North
20,34,34,45,47,78,77,91,Evening,Clear,None,High,High,40,West
26,37,35,31,81,110,94,94,Afternoon,Rainy,None,High,High,40,South
24,34,43,34,58,82,93,71,Evening,Clear,None,High,High,40,East
22,18,34,32,75,65,105,100,Afternoon,Foggy,None,High,High,30,East
31,25,51,50,77,51,103,107,Evening,Clear,None,High,High,40,West
45,33,48,32,90,74,101,79,Evening,Clear,None,High,High,40,East
30,34,40,49,63,81,91,98,Evening,Clear,None,High,High,40,West
26,17,23,28,56,40,48,63,Afternoon,Clear,None,Medium,Medium,30,West
9,4,11,11,21,14,31,28,Night,Clear,None,Low,Low,20,West
48,33,34,44,110,72,76,98,Evening,Clear,None,High,High,40,North
44,47,30,22,90,108,61,54,Morning,Clear,None,High,High,40,South
27,26,37,44,91,97,130,136,Evening,Foggy,None,High,Very High,40,West
8,8,2,5,29,23,15,25,Night,Clear,None,Low,Low,10,South
30,23,54,35,62,50,110,73,Evening,Clear,None,High,High,50,East
32,32,20,35,66,68,42,77,Afternoon,Clear,None,High,High,30,West
30,14,27,31,72,43,69,72,Afternoon,Clear,None,High,High,30,West
42,53,20,9,93,116,55,32,Morning,Clear,None,High,High,50,South
34,41,31,52,81,97,76,118,Evening,Clear,None,High,High,50,West
30,20,15,27,64,45,35,63,Afternoon,Clear,None,Medium,Medium,30,North
33,28,31,20,97,90,91,70,Morning,Rainy,None,High,High,30,North
39,26,43,30,83,52,87,69,Evening,Clear,None,High,High,40,East
20,34,43,40,40,76,101,83,Evening,Clear,None,High,High,40,East
0,10,13,5,13,35,55,18,Night,Foggy,None,Low,Medium,20,East
45,41,39,44,129,114,105,120,Evening,Rainy,None,Very High,Very High,40,North
24,17,35,31,55,43,78,72,Afternoon,Clear,None,High,High,30,East
42,53,34,31,85,107,72,74,Morning,Clear,None,Very High,High,50,South
30,22,23,13,60,58,50,34,Afternoon,Clear,None,Medium,Medium,30,North
33,30,25,19,66,72,58,38,Morning,Clear,None,High,Medium,30,South
43,43,29,23,93,101,64,53,Morning,Clear,None,High,High,40,South
30,50,31,15,70,114,75,37,Morning,Clear,None,High,High,40,South
15,18,24,37,43,41,61,77,Afternoon,Clear,None,Medium,Medium,40,West
38,28,27,26,91,66,63,67,Afternoon,Clear,None,High,High,40,North
7,1,10,3,27,2,43,17,Night,Rainy,None,Low,Low,10,East
36,32,51,29,75,64,112,58,Evening,Clear,None,High,High,50,East
29,29,38,46,67,73,91,100,Evening,Clear,None,High,High,40,West
38,35,22,21,82,77,44,52,Morning,Clear,None,High,High,40,North
23,26,34,17,58,56,76,36,Afternoon,Clear,None,High,Medium,30,East
50,31,23,9,103,70,48,27,Morning,Clear,South,High,High,30,South
6,1,15,6,17,17,36,27,Night,Clear,None,Low,Low,20,East
22,32,52,27,82,122,180,94,Evening,Foggy,None,High,Very High,50,East
40,19,51,38,113,54,143,114,Evening,Rainy,None,High,Very High,50,East
40,21,43,49,144,82,148,153,Evening,Foggy,None,High,Very High,40,West
20,38,41,38,50,85,83,88,Evening,Clear,None,High,High,40,West
56,28,19,22,117,58,53,45,Morning,Clear,West,High,High,50,North
13,13,5,7,34,41,22,17,Night,Clear,None,Low,Low,20,South
33,30,16,20,119,97,54,83,Afternoon,Foggy,None,Medium,High,30,North
25,25,47,46,57,56,97,107,Evening,Clear,South,High,High,40,West
13,9,0,2,26,23,8,16,Night,Clear,None,Low,Low,20,North
32,31,14,31,78,71,38,77,Morning,Clear,None,High,High,30,West
42,21,48,39,125,70,136,118,Evening,Rainy,None,High,Very High,40,East
35,23,24,32,75,48,50,77,Afternoon,Clear,None,High,High,30,North
38,42,32,21,88,97,74,57,Morning,Clear,None,High,High,40,South
55,36,18,22,168,97,59,75,Morning,Rainy,None,High,High,50,North
39,20,46,45,84,52,105,95,Evening,Clear,None,High,High,40,East
29,18,24,30,70,46,50,73,Afternoon,Clear,None,High,Medium,30,West
21,22,33,23,46,51,66,48,Afternoon,Clear,None,Medium,Medium,30,East
0,0,8,8,3,1,27,18,Night,Clear,None,Low,Low,10,East
30,12,26,33,97,48,88,113,Afternoon,Foggy,None,High,High,30,West
2,4,12,8,18,10,35,16,Night,Clear,None,Low,Low,20,East
51,50,37,19,105,101,83,48,Morning,Clear,East,High,High,40,East
1,5,1,9,26,21,20,44,Night,Foggy,None,Low,Low,10,West
55,27,13,32,114,64,33,64,Morning,Clear,North,High,High,50,North
40,26,31,31,110,70,102,98,Evening,Rainy,None,High,High,40,North
29,28,27,26,106,102,94,96,Afternoon,Foggy,None,High,High,30,North
15,22,18,29,39,59,47,62,Afternoon,Clear,None,Medium,Medium,30,West
31,23,30,25,62,53,75,60,Afternoon,Clear,None,High,High,30,East
34,26,25,35,79,57,60,70,Afternoon,Clear,None,High,High,30,West
10,8,11,3,30,24,28,20,Night,Clear,None,Low,Low,20,East
35,22,22,24,73,59,44,49,Afternoon,Clear,None,High,Medium,30,North
14,9,12,9,33,20,31,29,Night,Clear,South,Medium,Low,10,South
23,32,40,43,67,98,125,121,Evening,Rainy,None,High,Very High,40,West
32,39,20,32,91,112,59,105,Morning,Rainy,None,High,High,40,South
14,23,31,24,34,50,64,63,Afternoon,Clear,None,Medium,Medium,30,East
47,28,32,28,99,65,69,67,Morning,Clear,None,High,High,40,North
50,38,12,29,105,90,38,64,Morning,Clear,None,High,High,40,North
25,25,35,27,52,60,83,63,Afternoon,Clear,None,High,High,30,East
24,40,30,35,52,86,61,70,Evening,Clear,None,High,High,40,South
27,28,31,27,55,60,74,67,Afternoon,Clear,None,High,High,30,East
18,25,13,29,51,54,26,72,Afternoon,Clear,None,Medium,Medium,30,West
40,35,34,45,80,79,74,92,Evening,Clear,None,High,High,40,West
34,31,17,26,127,106,57,100,Afternoon,Foggy,None,High,High,30,North
35,31,15,15,116,111,66,54,Afternoon,Foggy,None,Medium,High,30,North
47,35,18,21,99,70,46,43,Morning,Clear,East,High,High,40,North
41,35,23,16,83,76,55,35,Morning,Clear,None,High,High,40,North
20,25,26,18,62,88,99,62,Afternoon,Foggy,None,Medium,High,30,East
19,22,27,33,80,77,106,124,Afternoon,Foggy,None,High,High,30,West
12,3,11,13,49,17,46,58,Night,Foggy,None,Low,Medium,20,West
26,16,18,37,63,33,47,85,Afternoon,Clear,None,Medium,Medium,40,West
21,20,20,16,60,66,59,48,Afternoon,Rainy,None,Medium,Medium,20,South
31,38,43,37,76,89,93,83,Evening,Clear,None,High,High,40,East
21,18,23,32,68,49,67,89,Afternoon,Rainy,None,Medium,High,30,West
35,30,20,15,75,72,42,30,Afternoon,Clear,None,High,Medium,30,North
3,9,10,8,16,32,28,18,Night,Clear,None,Low,Low,10,South
35,26,52,54,72,66,118,121,Evening,Clear,None,Very High,High,50,West
27,21,48,34,67,51,102,75,Evening,Clear,South,High,High,40,East
37,23,52,33,83,57,113,71,Evening,Clear,East,High,High,50,East
27,34,58,45,64,68,117,101,Evening,Clear,None,Very High,High,50,East
21,31,45,41,52,73,99,94,Evening,Clear,None,High,High,40,East
56,31,29,25,118,64,64,58,Morning,Clear,None,High,High,50,North
27,27,42,39,55,54,99,87,Evening,Clear,None,High,High,40,East
21,19,32,48,66,60,94,149,Evening,Rainy,None,High,High,40,West
34,30,41,52,72,72,82,111,Evening,Clear,None,High,High,50,West
2,5,7,11,6,15,14,22,Night,Clear,None,Low,Low,20,West
22,19,49,50,56,52,106,103,Evening,Clear,None,High,High,40,West
25,29,30,22,51,71,73,54,Afternoon,Clear,None,High,High,30,East
6,6,2,12,17,14,4,26,Night,Clear,None,Low,Low,20,West
28,35,43,51,68,74,95,104,Evening,Clear,None,High,High,50,West
36,35,18,15,78,76,46,42,Morning,Clear,None,High,High,40,North
22,40,31,33,50,90,66,76,Evening,Clear,None,High,High,40,South
34,18,34,32,109,54,103,99,Evening,Rainy,None,High,High,30,North
25,37,35,42,59,78,71,88,Evening,Clear,None,High,High,40,West
19,18,16,17,50,50,42,40,Afternoon,Clear,None,Medium,Medium,20,North
52,31,14,13,119,62,29,26,Morning,Clear,None,High,Medium,50,North
42,27,15,16,133,89,49,47,Morning,Rainy,None,High,High,40,North
10,4,6,0,30,21,15,9,Night,Clear,None,Low,Low,10,North
46,50,33,12,136,141,109,48,Morning,Rainy,None,High,Very High,40,South
28,32,47,35,76,86,141,112,Evening,Rainy,None,High,Very High,40,East
43,51,23,21,94,112,48,52,Morning,Clear,None,High,High,50,South
32,45,31,30,69,99,68,62,Morning,Clear,None,High,High,40,South
48,29,35,47,147,97,114,132,Evening,Rainy,None,High,Very High,40,North
26,18,30,35,78,68,85,95,Afternoon,Rainy,None,High,High,30,West
27,28,47,32,55,62,108,67,Evening,Clear,None,High,High,40,East
17,20,38,30,44,43,76,60,Afternoon,Clear,None,High,Medium,40,East
45,46,29,15,99,106,69,32,Morning,Clear,None,High,High,40,South
25,37,44,49,86,116,132,141,Evening,Rainy,None,High,Very High,40,West
21,24,33,28,44,55,71,66,Afternoon,Clear,None,High,Medium,30,East
32,36,16,26,64,72,37,62,Morning,Clear,None,High,Medium,40,South
29,15,17,20,98,40,48,60,Afternoon,Rainy,None,Medium,High,30,North
19,34,23,17,49,79,60,43,Afternoon,Clear,None,Medium,Medium,30,South
43,32,15,20,148,108,65,71,Morning,Foggy,None,High,High,40,North
56,45,28,25,122,97,61,60,Morning,Clear,None,High,High,50,North
37,35,20,23,85,84,44,58,Morning,Clear,None,High,High,30,South
30,43,11,13,63,86,37,28,Morning,Clear,None,Medium,Medium,40,South
35,43,17,26,72,101,36,66,Morning,Clear,North,High,High,30,North
24,31,14,27,49,73,30,60,Afternoon,Clear,None,Medium,Medium,30,South
8,11,5,6,40,29,33,36,Night,Rainy,None,Low,Medium,10,North
40,33,20,12,94,80,51,26,Morning,Clear,None,High,High,40,North
38,32,20,23,86,76,54,57,Morning,Clear,None,High,High,40,North
29,25,33,30,58,64,68,61,Afternoon,Clear,None,High,High,30,East
41,33,24,26,82,69,56,64,Morning,Clear,None,High,High,40,North
32,36,24,20,66,73,59,42,Afternoon,Clear,None,High,High,40,South
3,13,2,12,17,28,7,34,Night,Clear,None,Low,Low,20,West
40,20,42,52,86,51,98,118,Evening,Clear,None,High,High,50,West
43,46,38,11,117,124,121,39,Morning,Rainy,None,High,Very High,40,South
40,48,16,21,95,111,46,51,Morning,Clear,None,High,High,40,South
41,24,42,38,86,58,97,89,Evening,Clear,None,High,High,40,East
46,43,16,26,95,87,45,66,Morning,Clear,None,High,High,40,North
35,42,31,11,74,86,65,31,Morning,Clear,None,High,High,40,South
2,8,10,8,24,38,44,38,Night,Foggy,South,Low,Medium,10,South
21,23,34,38,45,57,81,80,Evening,Clear,None,High,High,40,West
28,29,49,39,64,68,108,92,Evening,Clear,None,High,High,40,East
46,21,46,30,92,43,97,66,Evening,Clear,None,High,High,40,East
30,17,27,28,71,45,63,59,Evening,Clear,None,High,Medium,30,North
38,38,19,32,80,78,48,72,Morning,Clear,None,High,High,40,North
37,45,12,20,83,92,34,54,Morning,Clear,None,High,High,40,South
32,37,34,42,122,133,128,145,Evening,Foggy,None,High,Very High,40,West
15,26,18,20,30,59,43,40,Afternoon,Clear,None,Medium,Medium,30,South
47,20,38,32,100,50,88,76,Evening,Clear,None,High,High,40,North
26,23,40,52,60,59,86,114,Evening,Clear,None,High,High,50,West
29,29,20,37,60,71,46,78,Afternoon,Clear,None,High,High,40,West
15,23,21,16,48,64,68,58,Afternoon,Rainy,None,Medium,Medium,30,South
0,5,7,12,20,29,24,52,Night,Foggy,None,Low,Medium,20,West
33,37,22,27,70,82,55,63,Morning,Clear,None,High,High,40,South
22,27,33,33,72,93,109,101,Evening,Rainy,None,High,High,30,East
5,4,6,0,17,16,33,6,Night,Rainy,None,Low,Low,10,East
48,39,26,12,108,85,53,31,Morning,Clear,None,High,High,40,North
21,24,57,49,48,49,127,110,Evening,Clear,None,High,High,50,East
24,38,51,32,63,90,106,78,Evening,Clear,None,High,High,50,East
52,46,16,21,109,99,39,45,Morning,Clear,None,High,High,50,North
34,41,51,48,68,87,115,105,Evening,Clear,None,Very High,High,50,East
14,23,25,26,42,55,54,61,Afternoon,Clear,None,Medium,Medium,30,West
22,20,19,33,64,66,70,99,Afternoon,Rainy,None,Medium,High,30,West
10,13,5,5,33,30,16,16,Night,Clear,None,Low,Low,20,South
46,19,31,50,158,80,105,165,Evening,Foggy,None,High,Very High,40,West
24,27,18,34,55,56,43,79,Afternoon,Clear,None,High,Medium,30,West
15,35,33,16,36,71,71,36,Afternoon,Clear,None,Medium,Medium,30,South
39,25,37,38,116,68,108,113,Evening,Rainy,None,High,Very High,40,North
38,48,30,16,80,107,62,46,Morning,Clear,None,High,High,40,South
5,0,0,15,18,5,6,55,Night,Rainy,None,Low,Low,20,West
30,48,36,31,61,111,77,63,Morning,Clear,None,High,High,40,South
42,36,11,21,84,82,31,44,Morning,Clear,None,High,High,40,North
18,14,17,25,77,54,55,88,Afternoon,Foggy,None,Medium,High,30,West
48,21,38,48,140,76,120,135,Evening,Rainy,None,High,Very High,40,West
51,46,34,32,112,96,79,76,Morning,Clear,South,Very High,High,40,South
39,47,17,28,87,101,47,57,Morning,Clear,None,High,High,40,South
0,13,13,10,10,38,35,35,Night,Clear,None,Low,Low,20,South
